Date,Product_ID,Location,Demand,Price,Promotion,Stock_Level,Day_of_Week,Is_Holiday
2024-06-11,A123,Hamburg,104,9.85,No,277,Tuesday,No
2024-06-12,B234,Hamburg,107,9.06,No,159,Wednesday,No
2024-06-13,C345,Munich,93,9.0,Yes,175,Thursday,No
2024-06-14,A123,Hamburg,108,9.66,No,270,Friday,No
2024-06-15,B234,Munich,96,10.96,No,233,Saturday,No
2024-06-16,C345,Berlin,95,11.0,Yes,120,Sunday,No
2024-06-17,A123,Munich,112,10.46,No,191,Monday,No
2024-06-18,B234,Munich,108,10.5,No,121,Tuesday,No
2024-06-19,C345,Berlin,85,10.04,No,94,Wednesday,No
2024-06-20,A123,Munich,100,11.04,No,111,Thursday,No
2024-06-21,B234,Berlin,95,10.12,No,84,Friday,No
2024-06-22,C345,Hamburg,97,9.22,Yes,175,Saturday,No
2024-06-23,A123,Hamburg,116,9.73,No,68,Sunday,No
2024-06-24,B234,Munich,95,10.24,Yes,118,Monday,No
2024-06-25,C345,Hamburg,123,10.86,No,51,Tuesday,No
2024-06-26,A123,Berlin,104,10.33,No,245,Wednesday,No
2024-06-27,B234,Hamburg,94,8.77,Yes,204,Thursday,No
2024-06-28,C345,Berlin,105,10.84,No,185,Friday,No
2024-06-29,A123,Hamburg,109,9.63,No,64,Saturday,No
2024-06-30,B234,Munich,84,10.52,No,97,Sunday,No
2024-07-01,C345,Hamburg,79,8.43,No,202,Monday,No
2024-07-02,A123,Hamburg,98,10.58,No,173,Tuesday,No
2024-07-03,B234,Hamburg,96,10.97,No,268,Wednesday,No
2024-07-04,C345,Berlin,88,9.49,No,92,Thursday,No
2024-07-05,A123,Berlin,103,10.4,No,80,Friday,No
2024-07-06,B234,Munich,83,10.2,No,277,Saturday,No
2024-07-07,C345,Berlin,82,9.29,No,59,Sunday,No
2024-07-08,A123,Hamburg,106,10.95,No,264,Monday,No
2024-07-09,B234,Hamburg,96,9.79,Yes,258,Tuesday,No
2024-07-10,C345,Berlin,96,9.61,No,124,Wednesday,No
2024-07-11,A123,Hamburg,109,10.6,No,61,Thursday,No
2024-07-12,B234,Munich,98,10.2,No,71,Friday,No
2024-07-13,C345,Munich,86,10.67,No,84,Saturday,No
2024-07-14,A123,Berlin,79,10.16,No,176,Sunday,No
2024-07-15,B234,Berlin,86,10.42,No,111,Monday,No
2024-07-16,C345,Munich,108,9.93,No,55,Tuesday,No
2024-07-17,A123,Munich,127,9.34,Yes,124,Wednesday,No
2024-07-18,B234,Berlin,93,9.29,Yes,205,Thursday,No
2024-07-19,C345,Berlin,82,9.33,Yes,203,Friday,No
2024-07-20,A123,Berlin,104,9.49,No,166,Saturday,No
2024-07-21,B234,Hamburg,99,13.08,No,87,Sunday,No
2024-07-22,C345,Berlin,102,10.55,Yes,164,Monday,No
2024-07-23,A123,Berlin,76,9.29,No,183,Tuesday,No
2024-07-24,B234,Hamburg,99,11.02,No,202,Wednesday,No
2024-07-25,C345,Munich,93,11.88,No,209,Thursday,No
2024-07-26,A123,Berlin,99,9.48,No,229,Friday,No
2024-07-27,B234,Hamburg,102,9.54,No,279,Saturday,No
2024-07-28,C345,Berlin,106,8.2,No,228,Sunday,No
2024-07-29,A123,Berlin,94,9.72,No,219,Monday,No
2024-07-30,B234,Hamburg,105,10.8,No,264,Tuesday,No
2024-07-31,C345,Munich,116,9.66,No,156,Wednesday,No
2024-08-01,A123,Hamburg,122,8.96,No,59,Thursday,No
2024-08-02,B234,Berlin,103,8.51,Yes,224,Friday,No
2024-08-03,C345,Munich,119,10.31,No,297,Saturday,No
2024-08-04,A123,Hamburg,76,9.38,No,222,Sunday,No
2024-08-05,B234,Hamburg,96,12.03,No,73,Monday,No
2024-08-06,C345,Munich,103,10.05,No,81,Tuesday,No
2024-08-07,A123,Berlin,111,9.22,No,196,Wednesday,No
2024-08-08,B234,Hamburg,97,10.88,Yes,209,Thursday,No
2024-08-09,C345,Hamburg,112,12.04,No,244,Friday,No
2024-08-10,A123,Hamburg,99,11.81,No,205,Saturday,No
2024-08-11,B234,Berlin,124,9.08,No,269,Sunday,No
2024-08-12,C345,Hamburg,91,8.74,Yes,143,Monday,No
2024-08-13,A123,Munich,103,8.71,No,165,Tuesday,No
2024-08-14,B234,Munich,86,10.7,No,280,Wednesday,No
2024-08-15,C345,Hamburg,101,9.71,No,273,Thursday,No
2024-08-16,A123,Hamburg,101,9.31,No,236,Friday,No
2024-08-17,B234,Munich,101,10.82,No,224,Saturday,No
2024-08-18,C345,Munich,113,9.12,No,61,Sunday,No
2024-08-19,A123,Hamburg,87,11.02,No,290,Monday,No
2024-08-20,B234,Munich,108,9.0,No,264,Tuesday,No
2024-08-21,C345,Berlin,106,9.65,No,70,Wednesday,No
2024-08-22,A123,Berlin,87,11.39,No,53,Thursday,No
2024-08-23,B234,Berlin,96,10.12,No,98,Friday,No
2024-08-24,C345,Berlin,97,8.97,No,216,Saturday,No
2024-08-25,A123,Munich,116,11.51,No,208,Sunday,No
2024-08-26,B234,Berlin,100,11.13,Yes,92,Monday,No
2024-08-27,C345,Hamburg,97,11.44,No,289,Tuesday,No
2024-08-28,A123,Hamburg,100,8.29,No,266,Wednesday,No
2024-08-29,B234,Berlin,99,10.3,No,286,Thursday,No
2024-08-30,C345,Hamburg,100,9.3,No,167,Friday,No
2024-08-31,A123,Berlin,104,9.39,Yes,82,Saturday,No
2024-09-01,B234,Berlin,82,10.64,No,221,Sunday,No
2024-09-02,C345,Berlin,87,8.25,No,195,Monday,No
2024-09-03,A123,Hamburg,87,10.16,No,230,Tuesday,No
2024-09-04,B234,Hamburg,90,11.53,No,78,Wednesday,No
2024-09-05,C345,Berlin,115,10.15,Yes,52,Thursday,No
2024-09-06,A123,Berlin,105,11.09,Yes,257,Friday,No
2024-09-07,B234,Berlin,90,10.12,No,97,Saturday,No
2024-09-08,C345,Berlin,89,9.15,No,200,Sunday,No
2024-09-09,A123,Munich,89,11.93,Yes,72,Monday,No
2024-09-10,B234,Berlin,86,9.81,No,123,Tuesday,No
2024-09-11,C345,Hamburg,91,8.74,No,130,Wednesday,No
2024-09-12,A123,Berlin,100,8.61,No,152,Thursday,No
2024-09-13,B234,Munich,104,9.81,No,298,Friday,No
2024-09-14,C345,Hamburg,80,10.87,No,291,Saturday,No
2024-09-15,A123,Munich,110,9.99,No,146,Sunday,No
2024-09-16,B234,Berlin,90,8.5,No,248,Monday,No
2024-09-17,C345,Hamburg,96,10.08,No,78,Tuesday,No
2024-09-18,A123,Berlin,103,11.09,No,214,Wednesday,No
2024-09-19,B234,Hamburg,99,9.87,No,93,Thursday,No
2024-09-20,C345,Hamburg,73,11.46,Yes,102,Friday,No
2024-09-21,A123,Hamburg,106,9.16,No,241,Saturday,No
2024-09-22,B234,Munich,100,10.9,No,257,Sunday,No
2024-09-23,C345,Berlin,85,10.48,No,248,Monday,No
2024-09-24,A123,Munich,101,10.53,No,178,Tuesday,No
2024-09-25,B234,Munich,93,10.45,No,241,Wednesday,No
2024-09-26,C345,Berlin,91,9.67,No,135,Thursday,No
2024-09-27,A123,Berlin,103,10.3,Yes,296,Friday,No
2024-09-28,B234,Berlin,109,9.57,Yes,89,Saturday,No
2024-09-29,C345,Hamburg,83,10.27,Yes,297,Sunday,No
2024-09-30,A123,Munich,102,10.29,Yes,173,Monday,No
2024-10-01,B234,Munich,98,9.77,No,72,Tuesday,No
2024-10-02,C345,Munich,93,9.86,Yes,235,Wednesday,No
2024-10-03,A123,Munich,104,8.57,No,76,Thursday,No
2024-10-04,B234,Munich,96,10.05,Yes,84,Friday,No
2024-10-05,C345,Hamburg,103,10.59,No,101,Saturday,No
2024-10-06,A123,Berlin,85,10.24,Yes,286,Sunday,No
2024-10-07,B234,Hamburg,92,10.14,No,255,Monday,No
2024-10-08,C345,Hamburg,90,8.56,Yes,210,Tuesday,No
2024-10-09,A123,Hamburg,83,10.38,No,268,Wednesday,No
2024-10-10,B234,Berlin,86,8.77,Yes,214,Thursday,No
2024-10-11,C345,Berlin,110,9.25,No,76,Friday,No
2024-10-12,A123,Munich,89,8.85,No,248,Saturday,No
2024-10-13,B234,Hamburg,118,8.97,No,270,Sunday,No
2024-10-14,C345,Munich,102,10.14,Yes,89,Monday,No
2024-10-15,A123,Berlin,108,8.65,No,214,Tuesday,No
2024-10-16,B234,Berlin,95,8.77,No,269,Wednesday,No
2024-10-17,C345,Berlin,100,11.58,Yes,110,Thursday,No
2024-10-18,A123,Berlin,86,11.87,No,289,Friday,No
2024-10-19,B234,Hamburg,94,10.99,No,240,Saturday,No
2024-10-20,C345,Munich,88,9.7,Yes,202,Sunday,No
2024-10-21,A123,Berlin,101,11.14,No,73,Monday,No
2024-10-22,B234,Munich,95,10.53,Yes,106,Tuesday,No
2024-10-23,C345,Berlin,95,8.05,Yes,50,Wednesday,No
2024-10-24,A123,Munich,92,11.16,Yes,71,Thursday,No
2024-10-25,B234,Munich,108,8.75,No,239,Friday,No
2024-10-26,C345,Berlin,99,9.49,No,122,Saturday,No
2024-10-27,A123,Berlin,95,10.3,No,116,Sunday,No
2024-10-28,B234,Munich,86,10.29,No,111,Monday,No
2024-10-29,C345,Hamburg,120,10.38,No,144,Tuesday,No
2024-10-30,A123,Berlin,81,11.2,No,153,Wednesday,No
2024-10-31,B234,Berlin,102,10.27,No,96,Thursday,No
2024-11-01,C345,Hamburg,87,10.16,Yes,182,Friday,Yes
2024-11-02,A123,Hamburg,90,11.53,Yes,166,Saturday,No
2024-11-03,B234,Berlin,89,9.92,Yes,163,Sunday,No
2024-11-04,C345,Berlin,105,9.88,No,206,Monday,No
2024-11-05,A123,Berlin,96,10.45,Yes,181,Tuesday,No
2024-11-06,B234,Berlin,97,12.0,No,263,Wednesday,No
2024-11-07,C345,Munich,98,9.31,Yes,228,Thursday,No
2024-11-08,A123,Munich,99,8.28,No,160,Friday,No
2024-11-09,B234,Munich,108,9.99,No,145,Saturday,No
2024-11-10,C345,Berlin,92,11.4,Yes,206,Sunday,No
2024-11-11,A123,Munich,97,10.58,No,277,Monday,No
2024-11-12,B234,Berlin,116,9.49,No,92,Tuesday,No
2024-11-13,C345,Berlin,104,10.01,No,292,Wednesday,No
2024-11-14,A123,Munich,87,9.02,Yes,264,Thursday,No
2024-11-15,B234,Berlin,103,8.22,Yes,284,Friday,No
2024-11-16,C345,Munich,115,9.72,No,290,Saturday,No
2024-11-17,A123,Munich,88,9.0,No,149,Sunday,No
2024-11-18,B234,Munich,92,9.69,No,241,Monday,No
2024-11-19,C345,Munich,108,8.51,Yes,165,Tuesday,No
2024-11-20,A123,Munich,95,11.72,Yes,144,Wednesday,No
2024-11-21,B234,Hamburg,86,10.95,No,219,Thursday,No
2024-11-22,C345,Hamburg,87,9.47,Yes,185,Friday,No
2024-11-23,A123,Hamburg,109,10.05,No,94,Saturday,No
2024-11-24,B234,Hamburg,91,11.06,No,115,Sunday,No
2024-11-25,C345,Hamburg,107,10.31,No,94,Monday,No
2024-11-26,A123,Munich,106,9.65,No,275,Tuesday,No
2024-11-27,B234,Berlin,92,10.47,No,222,Wednesday,No
2024-11-28,C345,Berlin,90,9.74,Yes,162,Thursday,No
2024-11-29,A123,Munich,102,9.86,Yes,68,Friday,No
2024-11-30,B234,Berlin,99,11.75,No,266,Saturday,No
2024-12-01,C345,Berlin,88,10.43,No,262,Sunday,No
2024-12-02,A123,Hamburg,100,9.92,No,112,Monday,No
2024-12-03,B234,Hamburg,119,9.0,No,120,Tuesday,No
2024-12-04,C345,Hamburg,106,10.54,Yes,227,Wednesday,No
2024-12-05,A123,Berlin,102,11.04,Yes,236,Thursday,No
2024-12-06,B234,Hamburg,98,11.15,No,287,Friday,No
2024-12-07,C345,Munich,119,12.57,No,86,Saturday,No
2024-12-08,A123,Berlin,99,9.02,No,129,Sunday,No
2024-12-09,B234,Berlin,87,8.0,No,292,Monday,No
2024-12-10,C345,Hamburg,113,11.0,No,131,Tuesday,No
2024-12-11,A123,Munich,103,8.8,No,108,Wednesday,No
2024-12-12,B234,Hamburg,79,8.84,No,123,Thursday,No
2024-12-13,C345,Hamburg,110,10.56,Yes,106,Friday,No
2024-12-14,A123,Berlin,95,10.31,No,113,Saturday,No
2024-12-15,B234,Berlin,101,9.36,Yes,187,Sunday,No
2024-12-16,C345,Hamburg,95,9.18,No,290,Monday,No
2024-12-17,A123,Berlin,107,10.03,No,273,Tuesday,No
2024-12-18,B234,Berlin,91,9.52,No,129,Wednesday,No
2024-12-19,C345,Berlin,87,10.12,No,218,Thursday,No
2024-12-20,A123,Hamburg,100,9.0,No,73,Friday,No
2024-12-21,B234,Berlin,117,9.12,Yes,95,Saturday,No
2024-12-22,C345,Hamburg,102,8.45,No,271,Sunday,No
2024-12-23,A123,Berlin,88,10.37,No,268,Monday,No
2024-12-24,B234,Munich,100,9.35,Yes,58,Tuesday,No
2024-12-25,C345,Berlin,81,10.73,No,202,Wednesday,Yes
2024-12-26,A123,Hamburg,91,7.8,No,53,Thursday,Yes
2024-12-27,B234,Berlin,90,8.61,No,71,Friday,No
2024-12-28,C345,Hamburg,102,9.83,Yes,196,Saturday,No
2024-12-29,A123,Hamburg,109,9.32,No,287,Sunday,No
2024-12-30,B234,Berlin,101,8.92,Yes,229,Monday,No
2024-12-31,C345,Hamburg,97,9.72,No,253,Tuesday,No
2025-01-01,A123,Berlin,88,9.71,Yes,173,Wednesday,No
2025-01-02,B234,Munich,96,10.87,Yes,211,Thursday,No
2025-01-03,C345,Hamburg,104,10.27,No,153,Friday,No
2025-01-04,A123,Hamburg,106,11.13,No,201,Saturday,No
2025-01-05,B234,Hamburg,91,11.54,Yes,96,Sunday,No
2025-01-06,C345,Hamburg,110,9.37,No,227,Monday,No
2025-01-07,A123,Munich,104,11.1,No,144,Tuesday,No
2025-01-08,B234,Munich,85,10.87,No,98,Wednesday,No
2025-01-09,C345,Berlin,107,9.96,No,281,Thursday,No
2025-01-10,A123,Hamburg,111,10.53,No,175,Friday,No
2025-01-11,B234,Hamburg,105,10.19,No,188,Saturday,No
2025-01-12,C345,Munich,94,9.94,No,63,Sunday,No
2025-01-13,A123,Berlin,91,10.26,No,233,Monday,No
2025-01-14,B234,Munich,89,10.33,Yes,106,Tuesday,No
2025-01-15,C345,Munich,98,11.02,No,131,Wednesday,No
2025-01-16,A123,Berlin,110,8.96,Yes,131,Thursday,No
2025-01-17,B234,Hamburg,93,10.76,Yes,295,Friday,No
2025-01-18,C345,Hamburg,103,8.85,No,295,Saturday,No
2025-01-19,A123,Munich,104,9.92,No,256,Sunday,No
2025-01-20,B234,Munich,101,10.26,No,180,Monday,No
2025-01-21,C345,Munich,94,7.49,Yes,207,Tuesday,No
2025-01-22,A123,Berlin,108,9.71,No,176,Wednesday,No
2025-01-23,B234,Berlin,113,10.45,Yes,174,Thursday,No
2025-01-24,C345,Munich,115,9.89,No,225,Friday,No
2025-01-25,A123,Hamburg,98,9.08,No,271,Saturday,No
2025-01-26,B234,Hamburg,93,10.72,Yes,127,Sunday,No
2025-01-27,C345,Berlin,104,9.21,Yes,119,Monday,No
2025-01-28,A123,Berlin,87,10.21,No,232,Tuesday,No
2025-01-29,B234,Hamburg,89,9.89,No,98,Wednesday,No
2025-01-30,C345,Berlin,86,9.91,No,129,Thursday,No
2025-01-31,A123,Hamburg,93,10.17,No,243,Friday,No
2025-02-01,B234,Munich,104,9.38,Yes,69,Saturday,No
2025-02-02,C345,Berlin,91,10.91,No,166,Sunday,No
2025-02-03,A123,Munich,113,9.19,No,176,Monday,No
2025-02-04,B234,Berlin,103,10.84,Yes,205,Tuesday,No
2025-02-05,C345,Berlin,98,9.63,Yes,228,Wednesday,No
2025-02-06,A123,Munich,100,8.01,No,212,Thursday,No
2025-02-07,B234,Munich,89,9.22,No,156,Friday,No
2025-02-08,C345,Berlin,83,11.31,No,295,Saturday,No
2025-02-09,A123,Munich,92,11.16,No,173,Sunday,No
2025-02-10,B234,Hamburg,94,8.05,No,196,Monday,No
2025-02-11,C345,Hamburg,107,9.26,No,56,Tuesday,No
2025-02-12,A123,Munich,102,8.06,No,77,Wednesday,No
2025-02-13,B234,Hamburg,107,10.1,Yes,251,Thursday,No
2025-02-14,C345,Hamburg,103,9.32,No,173,Friday,No
2025-02-15,A123,Hamburg,100,10.35,No,63,Saturday,No
2025-02-16,B234,Berlin,95,10.67,Yes,85,Sunday,No
2025-02-17,C345,Hamburg,85,11.51,No,127,Monday,No
2025-02-18,A123,Hamburg,107,11.72,Yes,124,Tuesday,No
2025-02-19,B234,Munich,106,11.92,Yes,254,Wednesday,No
2025-02-20,C345,Hamburg,92,10.93,No,204,Thursday,No
2025-02-21,A123,Berlin,110,9.85,No,252,Friday,No
2025-02-22,B234,Berlin,93,8.18,Yes,206,Saturday,No
2025-02-23,C345,Munich,96,9.21,No,106,Sunday,No
2025-02-24,A123,Berlin,117,8.64,Yes,111,Monday,No
2025-02-25,B234,Berlin,122,10.46,No,83,Tuesday,No
2025-02-26,C345,Hamburg,90,12.08,No,279,Wednesday,No
2025-02-27,A123,Hamburg,113,9.11,Yes,84,Thursday,No
2025-02-28,B234,Berlin,110,8.52,No,272,Friday,No
2025-03-01,C345,Munich,106,8.97,Yes,257,Saturday,No
